name,price,info,link,is_available
Датчик уровня вибрационный SICK LFV330-XXCAPX9R0150,213 770 руб.,"Страна происхождения:; Германия; Серия:; LFV330; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv330_xxcapx9r0150/,под заказ
Датчик уровня вибрационный SICK LBV331-XXAGRTKMX5000,339 600 руб.,"Страна происхождения:; Германия; Серия:; LBV331; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv331_xxagrtkmx5000/,под заказ
Датчик уровня вибрационный SICK LBV331-XXANDRKMX0450,189 510 руб.,"Страна происхождения:; Германия; Серия:; LBV331; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv331_xxandrkmx0450/,под заказ
Датчик уровня вибрационный SICK LBV311-XXBGGRKMX,180 410 руб.,"Страна происхождения:; Германия; Серия:; LBV311; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv311_xxbggrkmx/,под заказ
Датчик уровня вибрационный SICK LBV311-XXANCC8MX,142 510 руб.,"Страна происхождения:; Германия; Серия:; LBV311; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv311_xxancc8mx/,под заказ
Датчик уровня вибрационный SICK LBV310-XXCNDTAMX,156 160 руб.,"Страна происхождения:; Германия; Серия:; LBV310; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv310_xxcndtamx/,под заказ
Датчик уровня вибрационный SICK LBV310-XXBGDNAMX,162 220 руб.,"Страна происхождения:; Германия; Серия:; LBV310; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv310_xxbgdnamx/,под заказ
Датчик уровня вибрационный SICK LBV320-XXTGDRAMX01800,142 510 руб.,"Страна происхождения:; Германия; Серия:; LBV320; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv320_xxtgdramx01800/,под заказ
Датчик уровня вибрационный SICK LBV330-XXAGDRANX1700,177 380 руб.,"Страна происхождения:; Германия; Серия:; LBV330; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv330_xxagdranx1700/,под заказ
Датчик уровня вибрационный SICK LBV330-XXANDRANX2400,195 570 руб.,"Страна происхождения:; Германия; Серия:; LBV330; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv330_xxandranx2400/,под заказ
Датчик уровня вибрационный SICK LBV320-XXHNDRANX02400,236 510 руб.,"Страна происхождения:; Германия; Серия:; LBV320; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv320_xxhndranx02400/,под заказ
Датчик уровня вибрационный SICK LBV330-XXBGDRAMX2200,241 060 руб.,"Страна происхождения:; Германия; Серия:; LBV330; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv330_xxbgdramx2200/,под заказ
Датчик уровня вибрационный SICK LBV330-XXAGDTKMX0400,141 000 руб.,"Страна происхождения:; Германия; Серия:; LBV330; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv330_xxagdtkmx0400/,под заказ
Радарный уровнемер SICK LFP0800-G2NMB,166 770 руб.,"Страна происхождения:; Германия; Серия:; LFP Inox; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 150; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp0800_g2nmb/,под заказ
Ротационный датчик уровня INNOLevel IL-LEA-N,19 100 руб.,,https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_lea_n/,в наличии
Ротационный датчик уровня INNOLevel IL-LAA-N,15 750 руб.,,https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_laa_n/,в наличии
Датчик уровня EMA Electronics LB0001,29 086 руб.,,https://sensoren.ru/product/datchik_urovnya_ema_electronics_lb0001/,в наличии
Ультразвуковой датчик уровня INNOLevel IL-EC-A,67 780 руб.,,https://sensoren.ru/product/ultrazvukovoy_datchik_urovnya_innolevel_il_ec_a/,в наличии
Ультразвуковые датчики уровня Siemens Sitrans Probe LU,,,https://sensoren.ru/product/ultrazvukovie_datchiki_urovnya_siemens_sitrans_probe_lu/,под заказ
,,,https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_va_tm_pf/,
,,,https://sensoren.ru/product/datchik_urovnya_ifm_electronic_lmt100/,
,,,https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_lea_n_ex/,
,,,https://sensoren.ru/product/emkostnoy_datchik_urovnya_sentec_spc660_pgl/,
,,,https://sensoren.ru/product/ultrazvukovie_datchiki_urovnya_siemens_sitrans_the_probe/,
,,,https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_va_ts_pt/,
,,,https://sensoren.ru/product/ultrazvukovoy_datchik_urovnya_ema_electronics_vs0001/,
Радарный уровнемер SICK LFP1500-G6NMC,187 990 руб.,"Страна происхождения:; Германия; Серия:; LFP Inox; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 150; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp1500_g6nmc/,под заказ
Радарный уровнемер SICK LFP0810-GANMB,210 740 руб.,"Страна происхождения:; Германия; Серия:; LFP Inox; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 150; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp0810_ganmb/,под заказ
Радарный уровнемер SICK LFP2900-G1NMB,174 350 руб.,"Страна происхождения:; Германия; Серия:; LFP Inox; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 150; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp2900_g1nmb/,под заказ
Радарный уровнемер SICK LFP0800-G1CMB,253 190 руб.,"Страна происхождения:; Германия; Серия:; LFP Inox; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 180; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp0800_g1cmb/,под заказ
Радарный уровнемер SICK LFP2000-G2CMB,207 700 руб.,"Страна происхождения:; Германия; Серия:; LFP Inox; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 180; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp2000_g2cmb/,под заказ
Радарный уровнемер SICK LFP2000-G6BMC,225 900 руб.,"Страна происхождения:; Германия; Серия:; LFP Inox; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 180; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp2000_g6bmc/,под заказ
Радарный уровнемер SICK LFP0700-G1NMB,166 770 руб.,"Страна происхождения:; Германия; Серия:; LFP Inox; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 150; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp0700_g1nmb/,под заказ
Радарный уровнемер SICK LFP1200-B5NMC,104 610 руб.,"Страна происхождения:; Германия; Серия:; LFP Cubic; Наличие зонда:; Стержневой зонд; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 100; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp1200_b5nmc/,под заказ
Радарный уровнемер SICK LFP0300-A4DMB,150 090 руб.,"Страна происхождения:; Германия; Серия:; LFP Cubic; Наличие зонда:; Стержневой зонд; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 100; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp0300_a4dmb/,под заказ
Радарный уровнемер SICK LFP0400-B4NMB,98 550 руб.,"Страна происхождения:; Германия; Серия:; LFP Cubic; Наличие зонда:; Стержневой зонд; Характеристики: IO-Link:; IO-Link; Температура эксплуатации Max, °C:; 100; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/radarnyy_urovnemer_sick_lfp0400_b4nmb/,под заказ
Емкостной уровнемер SICK CFP0500-XPXNNCT,119 770 руб.,"Страна происхождения:; Германия; Серия:; CFP Cubic; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20; Температура измеряемой среды Min, °C:; -20",https://sensoren.ru/product/emkostnoy_urovnemer_sick_cfp0500_xpxnnct/,под заказ
Емкостной уровнемер SICK CFP0900-XPXNNCT,147 060 руб.,"Страна происхождения:; Германия; Серия:; CFP Cubic; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20; Температура измеряемой среды Min, °C:; -20",https://sensoren.ru/product/emkostnoy_urovnemer_sick_cfp0900_xpxnnct/,под заказ
Емкостной уровнемер SICK CFP0800-XPANNBX,136 450 руб.,"Страна происхождения:; Германия; Серия:; CFP Cubic; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/emkostnoy_urovnemer_sick_cfp0800_xpannbx/,под заказ
Емкостной уровнемер SICK CFP0300-XPXNNBX,104 610 руб.,"Страна происхождения:; Германия; Серия:; CFP Cubic; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/emkostnoy_urovnemer_sick_cfp0300_xpxnnbx/,под заказ
Емкостной уровнемер SICK CFP0900-XPBNNAX,130 380 руб.,"Страна происхождения:; Германия; Серия:; CFP Cubic; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/emkostnoy_urovnemer_sick_cfp0900_xpbnnax/,под заказ
Емкостной уровнемер SICK CFP0200-XPXNNBX,104 610 руб.,"Страна происхождения:; Германия; Серия:; CFP Cubic; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/emkostnoy_urovnemer_sick_cfp0200_xpxnnbx/,под заказ
Емкостной уровнемер SICK CFP0800-XPXNNAX,124 320 руб.,"Страна происхождения:; Германия; Серия:; CFP Cubic; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/emkostnoy_urovnemer_sick_cfp0800_xpxnnax/,под заказ
Емкостной уровнемер SICK CFP0900-XPXNNAX,124 320 руб.,"Страна происхождения:; Германия; Серия:; CFP Cubic; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/emkostnoy_urovnemer_sick_cfp0900_xpxnnax/,под заказ
Емкостной уровнемер SICK CFP0400-XPXNNAX,98 550 руб.,"Страна происхождения:; Германия; Серия:; CFP Cubic; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/emkostnoy_urovnemer_sick_cfp0400_xpxnnax/,под заказ
Емкостной уровнемер SICK CFP0100-XPXNNAX,98 550 руб.,"Страна происхождения:; Германия; Серия:; CFP Cubic; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/emkostnoy_urovnemer_sick_cfp0100_xpxnnax/,под заказ
Датчик уровня вибрационный SICK LFV230-XASGBTPM0700,75 800 руб.,"Число контактов, pin:; 4; Страна происхождения:; Германия; Серия:; LFV230; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 100",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv230_xasgbtpm0700/,под заказ
Датчик уровня вибрационный SICK LFV230-XXSGBCPV0600,68 220 руб.,"Страна происхождения:; Германия; Серия:; LFV230; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 100",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv230_xxsgbcpv0600/,под заказ
Датчик уровня вибрационный SICK LFV230-XXHCLTPV0213,89 450 руб.,"Страна происхождения:; Германия; Серия:; LFV230; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv230_xxhcltpv0213/,под заказ
Датчик уровня вибрационный SICK LFV230-XXTGATPM0250,65 190 руб.,"Число контактов, pin:; 4; Страна происхождения:; Германия; Серия:; LFV230; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv230_xxtgatpm0250/,под заказ
Датчик уровня вибрационный SICK LFV230-XXSNBTPM1200,87 930 руб.,"Число контактов, pin:; 4; Страна происхождения:; Германия; Серия:; LFV230; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 100",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv230_xxsnbtpm1200/,под заказ
Датчик уровня вибрационный SICK LFV230-XASGATPM1000,72 770 руб.,"Число контактов, pin:; 4; Страна происхождения:; Германия; Серия:; LFV230; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 100",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv230_xasgatpm1000/,под заказ
Датчик уровня вибрационный SICK LFV200-XAHRNTPM,89 450 руб.,"Число контактов, pin:; 4; Страна происхождения:; Германия; Серия:; LFV200; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv200_xahrntpm/,под заказ
Датчик уровня вибрационный SICK LFV200-XATNACPV,56 100 руб.,"Страна происхождения:; Германия; Серия:; LFV200; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv200_xatnacpv/,под заказ
Датчик уровня вибрационный SICK LFV230-XXSGBTPM0350,62 160 руб.,"Число контактов, pin:; 4; Страна происхождения:; Германия; Серия:; LFV230; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 100",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv230_xxsgbtpm0350/,под заказ
Датчик уровня вибрационный SICK LFV230-XXTGBTPM0300,62 160 руб.,"Число контактов, pin:; 4; Страна происхождения:; Германия; Серия:; LFV230; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv230_xxtgbtpm0300/,под заказ
Датчик уровня вибрационный SICK LFV200-XXSNHCPV,43 970 руб.,"Страна происхождения:; Германия; Серия:; LFV200; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 100",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv200_xxsnhcpv/,под заказ
Датчик уровня вибрационный SICK LFV200-XXHCNTPVL,83 380 руб.,"Страна происхождения:; Германия; Серия:; LFV200; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv200_xxhcntpvl/,под заказ
Датчик уровня вибрационный SICK LFV230-XXSNBTPM0300,59 130 руб.,"Число контактов, pin:; 4; Страна происхождения:; Германия; Серия:; LFV230; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 100",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv230_xxsnbtpm0300/,под заказ
Датчик уровня вибрационный SICK LFV200-XXHCLCPV,69 740 руб.,"Страна происхождения:; Германия; Серия:; LFV200; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv200_xxhclcpv/,под заказ
Датчик уровня вибрационный SICK LFV200-XASNACPV,51 550 руб.,"Страна происхождения:; Германия; Серия:; LFV200; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 100",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv200_xasnacpv/,под заказ
Гидростатический уровнемер SICK LFH-EBX40G1AF50SZ0,191 030 руб.,"Страна происхождения:; Германия; Серия:; LFH; Диапазон измерения, Бар:; 0-0,4; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -10",https://sensoren.ru/product/gidrostaticheskiy_urovnemer_sick_lfh_ebx40g1af50sz0/,под заказ
Гидростатический уровнемер SICK LFH-EW040G1AS50ST0,178 900 руб.,"Страна происхождения:; Германия; Серия:; LFH; Диапазон измерения, Бар:; 0-4; Температура эксплуатации Max, °C:; 50; Температура эксплуатации Min, °C:; -10",https://sensoren.ru/product/gidrostaticheskiy_urovnemer_sick_lfh_ew040g1as50st0/,под заказ
Гидростатический уровнемер SICK LFH-EBX25G1AS10SC0,160 700 руб.,"Страна происхождения:; Германия; Серия:; LFH; Диапазон измерения, Бар:; 0-0,25; Температура эксплуатации Max, °C:; 50; Температура эксплуатации Min, °C:; -10",https://sensoren.ru/product/gidrostaticheskiy_urovnemer_sick_lfh_ebx25g1as10sc0/,под заказ
Гидростатический уровнемер SICK LFH-SB010G1AS30SZ0,92 480 руб.,"Страна происхождения:; Германия; Серия:; LFH; Диапазон измерения, Бар:; 0-10; Температура эксплуатации Max, °C:; 50; Температура эксплуатации Min, °C:; -10",https://sensoren.ru/product/gidrostaticheskiy_urovnemer_sick_lfh_sb010g1as30sz0/,под заказ
Гидростатический уровнемер SICK LFH-SB1X0G1AS20SZ0,83 380 руб.,"Страна происхождения:; Германия; Серия:; LFH; Диапазон измерения, Бар:; 0-1; Температура эксплуатации Max, °C:; 50; Температура эксплуатации Min, °C:; -10",https://sensoren.ru/product/gidrostaticheskiy_urovnemer_sick_lfh_sb1x0g1as20sz0/,под заказ
Емкостной датчик уровня SICK CQ4-08ENOKT1,,"Контакт со средой:; Неконтактирующий со средой; Страна происхождения:; Литва; Серия:; CQ; Температура эксплуатации Max, °C:; 75; Температура эксплуатации Min, °C:; -20; Размер прямоугольного корпуса, мм:; 16x39,5x12",https://sensoren.ru/product/emkostnoy_datchik_urovnya_sick_cq4_08enokt1/,под заказ
Датчик уровня вибрационный SICK LFV310-DANBVXMTX,168 290 руб.,"Страна происхождения:; Германия; Серия:; LFV310; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv310_danbvxmtx/,под заказ
Датчик уровня вибрационный SICK LFV310-DAGBVXMCX,169 800 руб.,"Страна происхождения:; Германия; Серия:; LFV310; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv310_dagbvxmcx/,под заказ
Датчик уровня вибрационный SICK LFV330-CACBPXPN0150,213 770 руб.,"Страна происхождения:; Германия; Серия:; LFV330; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv330_cacbpxpn0150/,под заказ
Датчик уровня вибрационный SICK LFV330-CAGBVX8N0360,207 700 руб.,"Страна происхождения:; Германия; Серия:; LFV330; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv330_cagbvx8n0360/,под заказ
Датчик уровня вибрационный SICK LFV310-DACCPXMTX,201 640 руб.,"Страна происхождения:; Германия; Серия:; LFV310; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv310_daccpxmtx/,под заказ
Датчик уровня вибрационный SICK LFV330-CANBVXNN0175,184 960 руб.,"Страна происхождения:; Германия; Серия:; LFV330; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv330_canbvxnn0175/,под заказ
Датчик уровня вибрационный SICK LFV330-XXGAVXVR0150,216 800 руб.,"Страна происхождения:; Германия; Серия:; LFV330; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv330_xxgavxvr0150/,под заказ
Датчик уровня вибрационный SICK LFV310-DAGAVXMRX,178 900 руб.,"Страна происхождения:; Германия; Серия:; LFV310; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv310_dagavxmrx/,под заказ
Датчик уровня вибрационный SICK LFV330-XXGBVX8T0150,183 450 руб.,"Страна происхождения:; Германия; Серия:; LFV330; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv330_xxgbvx8t0150/,под заказ
Датчик уровня вибрационный SICK LFV310-XXNAVTNCX,162 220 руб.,"Страна происхождения:; Германия; Серия:; LFV310; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 250",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lfv310_xxnavtncx/,под заказ
Датчик уровня вибрационный SICK LBV311-GXAGCRAMX,144 030 руб.,"Страна происхождения:; Германия; Серия:; LBV311; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv311_gxagcramx/,под заказ
Датчик уровня вибрационный SICK LBV321-GXTGDRAMX01500,186 480 руб.,"Страна происхождения:; Германия; Серия:; LBV321; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv321_gxtgdramx01500/,под заказ
Датчик уровня вибрационный SICK LBV311-XXAGCCKMX,121 290 руб.,"Страна происхождения:; Германия; Серия:; LBV311; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv311_xxagcckmx/,под заказ
Датчик уровня вибрационный SICK LBV331-XXAGCTKMX0243,177 380 руб.,"Страна происхождения:; Германия; Серия:; LBV331; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv331_xxagctkmx0243/,под заказ
Датчик уровня вибрационный SICK LBV311-XXACVRKMX,163 740 руб.,"Страна происхождения:; Германия; Серия:; LBV311; Температура измеряемой среды Min, °C:; -50; Температура измеряемой среды Max, °C:; 150",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv311_xxacvrkmx/,под заказ
Датчик уровня вибрационный SICK LBV320-GXTZFRAMX05000,230 440 руб.,"Серия:; LBV320; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv320_gxtzframx05000/,под заказ
Датчик уровня вибрационный SICK LBV310-XXBGDC8NX,175 870 руб.,"Страна происхождения:; Германия; Серия:; LBV310; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv310_xxbgdc8nx/,под заказ
Датчик уровня вибрационный SICK LBV320-XXHGDRAMX01800,224 380 руб.,"Страна происхождения:; Германия; Серия:; LBV320; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv320_xxhgdramx01800/,под заказ
Датчик уровня вибрационный SICK LBV320-XXHGDRAMX01900,225 900 руб.,"Страна происхождения:; Германия; Серия:; LBV320; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv320_xxhgdramx01900/,под заказ
Датчик уровня вибрационный SICK LBV310-XXBGDNKMX,159 190 руб.,"Страна происхождения:; Германия; Серия:; LBV310; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv310_xxbgdnkmx/,под заказ
Датчик уровня вибрационный SICK LBV330-XXANDRAMX1800,178 900 руб.,"Страна происхождения:; Германия; Серия:; LBV330; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv330_xxandramx1800/,под заказ
Датчик уровня вибрационный SICK LBV330-GXAGDNAMX0300,165 250 руб.,"Страна происхождения:; Германия; Серия:; LBV330; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv330_gxagdnamx0300/,под заказ
Датчик уровня вибрационный SICK LBV320-XXHNDRAMX00900,207 700 руб.,"Страна происхождения:; Германия; Серия:; LBV320; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_sick_lbv320_xxhndramx00900/,под заказ
Ротационный датчик уровня INNOLevel IL-LEA-N,19 100 руб.,,https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_lea_n/,в наличии
Ротационный датчик уровня INNOLevel IL-LAA-N,15 750 руб.,,https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_laa_n/,в наличии
Датчик уровня EMA Electronics LB0001,29 086 руб.,,https://sensoren.ru/product/datchik_urovnya_ema_electronics_lb0001/,в наличии
Ультразвуковой датчик уровня INNOLevel IL-EC-A,67 780 руб.,,https://sensoren.ru/product/ultrazvukovoy_datchik_urovnya_innolevel_il_ec_a/,в наличии
Ультразвуковые датчики уровня Siemens Sitrans Probe LU,,,https://sensoren.ru/product/ultrazvukovie_datchiki_urovnya_siemens_sitrans_probe_lu/,под заказ
,,,https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_va_tm_pf/,
,,,https://sensoren.ru/product/datchik_urovnya_ifm_electronic_lmt100/,
,,,https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_lea_n_ex/,
,,,https://sensoren.ru/product/emkostnoy_datchik_urovnya_sentec_spc660_pgl/,
,,,https://sensoren.ru/product/ultrazvukovie_datchiki_urovnya_siemens_sitrans_the_probe/,
,,,https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_va_ts_pt/,
,,,https://sensoren.ru/product/ultrazvukovoy_datchik_urovnya_ema_electronics_vs0001/,
