name,price,info,link,is_available
Световая завеса Autonics BW20-48P,111 190 руб.,"Серия:; BW; Источник излучения:; Светодиод; Минимальный размер объекта, мм:; 30; Расстояние между лучами, мм:; 20; Высота зоны контроля, мм:; 940; Ширина зоны контроля, мм:; 7000",https://sensoren.ru/product/svetovaya_zavesa_autonics_bw20_48p/,под заказ
Световая завеса SICK MLG20A-1180I10801,344 150 руб.,"Страна происхождения:; Германия; Серия:; MLG2 Pro; Источник излучения:; Светодиод; Минимальный размер объекта, мм:; 20; Расстояние между лучами, мм:; 20; Высота зоны контроля, мм:; 1180; Ширина зоны контроля, мм:; 8500",https://sensoren.ru/product/svetovaya_zavesa_sick_mlg20a_1180i10801/,под заказ
Датчик кромки SICK AT20E-PM331,,"Размер светового пятна, мм:; 50 x 10; Страна происхождения:; Германия; Серия:; Ax20; Источник излучения:; Светодиод; Рабочий диапазон, мм:; 90-110; Температура эксплуатации Max, °C:; 55",https://sensoren.ru/product/datchik_kromki_sick_at20e_pm331/,под заказ
Оптоволоконный кабель IFM Electronic E21152,46 100 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 1200; Минимальный радиус изгиба, мм:; 45; Длина чувствительной головки, мм:; 35; Температура эксплуатации Max, °C:; 150",https://sensoren.ru/product/optovolokonnyy_datchik_ifm_electronic_e21152/,под заказ
Усилитель для оптоволоконных датчиков IFM Electronic OBF509,27 400 руб.,"Расстояние срабатывания для датчиков диффузного отражения Max, мм:; 100; Расстояние срабатывания для световых барьеров Max, мм:; 1800; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 36x15x60",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_ifm_electronic_obf509/,под заказ
Оптический датчик Wenglor OPT1504,46 000 руб.,"Класс защиты:; 3; Число контактов, pin:; 4; Источник излучения:; Светодиод; Время отклика, мс:; 5; Защита от перегрузки:; да; Температура эксплуатации Max, °C:; 60",https://sensoren.ru/product/opticheskiy_datchik_wenglor_opt1504/,под заказ
Датчик фотометки Leuze Electronic KRTM 20M/C-20-6526-S12,146 954 руб.,"Размер светового пятна, мм:; 1,2x4; Число контактов, pin:; 5; Серия:; 20; Источник излучения:; LED Светодиод; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -25",https://sensoren.ru/product/datchik_fotometki_leuze_electronic_krtm_20m_c_20_6526_s12/,под заказ
Радарный датчик движения Banner QT50R-EU-AFS,241 200 руб.,"Число контактов, pin:; 5; Серия:; QT50R; Время отклика, мс:; 30; Ширина луча, °:; 90 x 76; Дальность обнаружения Max, м:; 3,5; Дальность обнаружения Min, м:; 2",https://sensoren.ru/product/radarnyy_datchik_dvizheniya_banner_qt50r_eu_afs/,под заказ
Усилитель для оптоволоконных датчиков Banner Q45VR2FPQ,41 600 руб.,"Число контактов, pin:; 5; Серия:; Q45; Время отклика, мс:; 15; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -40",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_banner_q45vr2fpq/,под заказ
Датчик 2D-LiDAR Pepperl Fuchs OMD30M-R2000-B23-V1V1D-1L,1 735 200 руб.,"Размер светового пятна, мм:; 25 x 105; Разрешение, мм:; 1; Класс лазера:; 1; Серия:; OMD; Источник излучения:; Лазер; Метод измерения:; Pulse Ranging Technology (PRT)",https://sensoren.ru/product/datchik_2d_lidar_pepperl_fuchs_omd30m_r2000_b23_v1v1d_1l/,под заказ
Оптоволоконный усилитель Pepperl Fuchs MLV41-LL-RT-2492,80 800 руб.,"Расстояние срабатывания для датчиков диффузного отражения Max, мм:; 36; Расстояние срабатывания для световых барьеров Max, мм:; 120; Серия:; MLV41; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/optovolokonnyy_usilitel_pepperl_fuchs_mlv41_ll_rt_2492/,под заказ
Датчик контраста SICK KTX-WP92142252ZZZZ,83 380 руб.,"Размер светового пятна, мм:; 3,8x0,9; Страна происхождения:; Германия; Серия:; KTX Prime; Источник излучения:; Светодиод; Допуск рабочего диапазона, мм:; 5; Метод настройки:; 1-но и 2-х точечное обучение, динамическое обучение, авторежим; Расположение источника света:; Короткая сторона",https://sensoren.ru/product/datchik_kontrasta_sick_ktx_wp92142252zzzz/,под заказ
Усилитель для оптоволоконных датчиков IFM Electronic OBF505,23 600 руб.,"Расстояние срабатывания для датчиков диффузного отражения Max, мм:; 150; Расстояние срабатывания для световых барьеров Max, мм:; 1000; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 36x15x60",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_ifm_electronic_obf505/,под заказ
Оптоволоконный кабель IFM Electronic E20156,26 500 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 600; Минимальный радиус изгиба, мм:; 30; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/optovolokonnyy_datchik_ifm_electronic_e20156/,под заказ
Датчик контрастной метки DATASENSING S100-PR-5-W00-OZ,17 687 руб.,"Серия:; S100; Размер прямоугольного корпуса, мм:; 12x32x20; Артикул:; S100-PR-5-W00-OZ; Код товара:; 950810004",https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_s100_pr_5_w00_oz/,под заказ
Люминесцентный датчик DATASENSING S5N-MA-5-U03-PP,40 696 руб.,"Серия:; S5N; Длина корпуса, мм:; 67; Размер резьбы корпуса:; M18; Артикул:; S5N-MA-5-U03-PP",https://sensoren.ru/product/lyuminestsentnyy_datchik_datalogic_s5n_ma_5_u03_pp/,под заказ
Оптический датчик Wenglor OPT339-P06,80 000 руб.,"Класс защиты:; 3; Число контактов, pin:; 4; Защита от перегрузки:; да; Температура эксплуатации Max, °C:; 60; Автоматическая остановка конвейера:; да; Интегрированная логика:; да",https://sensoren.ru/product/opticheskiy_datchik_wenglor_opt339_p06/,под заказ
Лазерный сканер Leuze Electronic ROD4-08 plus,,"Класс защиты:; 3; Тип контакта:; папа (штекер)/мама (гнездо)/мама (гнездо)/папа (штекер); Класс лазера:; 1; Серия:; 4; Источник излучения:; Лазер; Время отклика, мс:; 40",https://sensoren.ru/product/lazernyy_skaner_leuze_electronic_rod4_08_plus/,под заказ
Оптоволоконный кабель Leuze Electronic GF-LB-SS-405-IQ,40 539 руб.,"Исполнение:; Гладкий цилиндр; Длина кабеля, мм:; 500; Минимальный радиус изгиба, мм:; 40; Длина чувствительной головки, мм:; 10; Серия:; GF; Диаметр чувствительной головки, мм:; 4",https://sensoren.ru/product/optovolokonnyy_kabel_leuze_electronic_gf_lb_ss_405_iq/,под заказ
Датчик фотометки Leuze Electronic KRTM 20M/P-12-6420-S12,108 650 руб.,"Размер светового пятна, мм:; 1x3; Число контактов, pin:; 5; Серия:; 20; Источник излучения:; LED Светодиод; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -25",https://sensoren.ru/product/datchik_fotometki_leuze_electronic_krtm_20m_p_12_6420_s12/,под заказ
Датчик фотометки Banner R58BPCRGB1Q8,100 300 руб.,"Размер светового пятна, мм:; 1,2x3,8; Число контактов, pin:; 4; Серия:; R58; Режим обучения Remote Teach:; Да; Температура эксплуатации Max, °C:; 55; Температура эксплуатации Min, °C:; -10",https://sensoren.ru/product/datchik_fotometki_banner_r58bpcrgb1q8/,под заказ
Оптоволоконный кабель Autonics FTC-320-10,3 750 руб.,"Исполнение:; Гладкий цилиндр; Длина кабеля, мм:; 2000; Минимальный радиус изгиба, мм:; 30; Серия:; FT; Диаметр чувствительной головки, мм:; 3; Возможность резки кабеля:; да; Встроенная линза:; нет (опция)",https://sensoren.ru/product/optovolokonnyy_kabel_autonics_ftc_320_10/,под заказ
Датчик контрастной метки LANBAO SPM-TPR-RGB,10 140 руб.,,https://sensoren.ru/product/datchik_kontrastnoy_metki_lanbao_spm_tpr_rgb/,в наличии
Оптоволоконный кабель Autonics FD-620-10,2 840 руб.,,https://sensoren.ru/product/optovolokonnyy_kabel_autonics_fd_620_10/,под заказ
Усилитель для оптоволоконных датчиков LANBAO FD3-PB11R,4 990 руб.,,https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_lanbao_fd3_pb11r/,в наличии
Датчик контрастной метки DATASENSING TLu-115,39 000 руб.,,https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_tlu_115/,в наличии
Оптоволоконный кабель LANBAO PFT-420-V,,,https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pft_420_v/,в наличии
,,,https://sensoren.ru/product/datchik_kontrastnoy_metki_lanbao_spm_tnr_rgb/,
,,,https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pfr_620_v/,
,,,https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pfr_620/,
,,,https://sensoren.ru/product/datchik_kontrastnoy_metki_wenglor_wm03pct2/,
,,,https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_tl46_wl_815/,
,,,https://sensoren.ru/product/datchik_kromki_i_shiriny_lanbao_pdm_tc50tgr/,
,,,https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pfr_610/,
Световая завеса Autonics BW20-28P,73 990 руб.,"Серия:; BW; Источник излучения:; Светодиод; Минимальный размер объекта, мм:; 30; Расстояние между лучами, мм:; 20; Высота зоны контроля, мм:; 540; Ширина зоны контроля, мм:; 7000",https://sensoren.ru/product/svetovaya_zavesa_autonics_bw20_28p/,под заказ
Оптоволоконный кабель IFM Electronic E21105,26 700 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 2000; Минимальный радиус изгиба, мм:; 3; Длина чувствительной головки, мм:; 35; Температура эксплуатации Max, °C:; 60",https://sensoren.ru/product/optovolokonnyy_datchik_ifm_electronic_e21105/,под заказ
Радарный датчик движения Banner Q120RA-EU-AF,494 500 руб.,"Число контактов, pin:; 5; Серия:; Q120R; Время отклика, мс:; 15; Ширина луча, °:; 24 x 50; Дальность обнаружения Max, м:; 12; Дальность обнаружения Min, м:; 2",https://sensoren.ru/product/radarnyy_datchik_dvizheniya_banner_q120ra_eu_af/,под заказ
Световая завеса Autonics BWPK25-05,18 370 руб.,"Серия:; BWPK; Источник излучения:; Светодиод; Минимальный размер объекта, мм:; 35; Расстояние между лучами, мм:; 25; Высота зоны контроля, мм:; 100; Ширина зоны контроля, мм:; 1000",https://sensoren.ru/product/svetovaya_zavesa_autonics_bwpk25_05/,под заказ
Световая завеса Autonics BWP20-20P,50 430 руб.,"Серия:; BWP; Источник излучения:; Светодиод; Минимальный размер объекта, мм:; 30; Расстояние между лучами, мм:; 20; Высота зоны контроля, мм:; 380; Ширина зоны контроля, мм:; 5000",https://sensoren.ru/product/svetovaya_zavesa_autonics_bwp20_20p/,под заказ
Датчик фотометки SICK KTM-MP31182P,19 710 руб.,"Размер светового пятна, мм:; 2; Страна происхождения:; Малайзия; Серия:; KTM Prime; Источник излучения:; Светодиод; Допуск рабочего диапазона, мм:; 3; Метод настройки:; 2-х точечная статическая/динамическая + близость метки",https://sensoren.ru/product/datchik_fotometki_sick_ktm_mp31182p/,под заказ
Усилитель для оптоволоконных датчиков SICK WLL170-2N490,18 190 руб.,"Расстояние срабатывания для датчиков диффузного отражения Max, мм:; 45; Расстояние срабатывания для световых барьеров Max, мм:; 1700; Серия:; WLL170-2; Температура эксплуатации Max, °C:; 55; Температура эксплуатации Min, °C:; -25",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_sick_wll170_2n490/,под заказ
Оптоволоконный кабель IFM Electronic E20774,50 500 руб.,"Длина кабеля, мм:; 50000; Минимальный радиус изгиба, мм:; 30; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -40",https://sensoren.ru/product/optovolokonnyy_datchik_ifm_electronic_e20774/,под заказ
Световая завеса LANBAO LG20-T2005TNA-F2,47 820 руб.,"Страна происхождения:; Китай; Серия:; LG20; Минимальный размер объекта, мм:; 30; Расстояние между лучами, мм:; 20; Высота зоны контроля, мм:; 380; Ширина зоны контроля, мм:; 5000; Время отклика, мс:; 25",https://sensoren.ru/product/svetovaya_zavesa_lanbao_lg20_t2005tna_f2/,под заказ
Световая завеса DATASENSING DS2-05-07-060-JV,321 713 руб.,"Серия:; DS2; Высота зоны контроля, мм:; 600; Ширина зоны контроля, мм:; 5000; Размер прямоугольного корпуса, мм:; 35x700x40; Аналоговый выход по напряжению, В:; 0-10",https://sensoren.ru/product/svetovaya_zavesa_datalogic_ds2_05_07_060_jv/,под заказ
Усилитель для оптоволоконных датчиков DATASENSING S7-1-E-N,35 279 руб.,"Расстояние срабатывания для датчиков диффузного отражения Max, мм:; 25; Серия:; S7; Размер прямоугольного корпуса, мм:; 10x40x65",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_datalogic_s7_1_e_n/,под заказ
Лазерный сканер Leuze Electronic ROD4-58 plus,1 297 096 руб.,"Класс защиты:; 3; Тип контакта:; папа (штекер)/мама (гнездо)/мама (гнездо)/папа (штекер); Класс лазера:; 1; Серия:; 4; Источник излучения:; Лазер; Температура эксплуатации Max, °C:; 50",https://sensoren.ru/product/lazernyy_skaner_leuze_electronic_rod4_58_plus/,под заказ
Датчик фотометки Leuze Electronic KRTM 20M/N-20-6320-S12,106 415 руб.,"Размер светового пятна, мм:; 1,2x4; Число контактов, pin:; 5; Серия:; 20; Источник излучения:; LED Светодиод; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -25",https://sensoren.ru/product/datchik_fotometki_leuze_electronic_krtm_20m_n_20_6320_s12/,под заказ
Оптоволоконный кабель Banner IT23SM900,46 200 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 914; Минимальный радиус изгиба, мм:; 25; Серия:; Heavy Duty; Температура эксплуатации Max, °C:; 480",https://sensoren.ru/product/optovolokonnyy_kabel_banner_it23sm900/,под заказ
Радарный датчик движения Banner QT50R-KR-AFS,241 200 руб.,"Число контактов, pin:; 5; Серия:; QT50R; Время отклика, мс:; 30; Ширина луча, °:; 90 x 76; Дальность обнаружения Max, м:; 3,5; Дальность обнаружения Min, м:; 2",https://sensoren.ru/product/radarnyy_datchik_dvizheniya_banner_qt50r_kr_afs/,под заказ
Световой барьер Banner EA5E750Q,371 700 руб.,"Серия:; EZ-Array; Минимальный размер объекта, мм:; 5; Расстояние между лучами, мм:; 5; Высота зоны контроля, мм:; 750; Ширина зоны контроля, мм:; 4000; Температура эксплуатации Max, °C:; 70",https://sensoren.ru/product/svetovoy_barer_banner_ea5e750q/,под заказ
Усилитель для оптоволоконных датчиков Banner Q45BB6FQ5,36 300 руб.,"Число контактов, pin:; 4; Серия:; Q45; Время отклика, мс:; 2; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -40",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_banner_q45bb6fq5/,под заказ
Люминесцентный датчик SICK LUTM-UN81162P,34 870 руб.,"Размер светового пятна, мм:; 2 x 2,5; Страна происхождения:; Малайзия; Серия:; LUTM; Источник излучения:; Светодиод; Рабочий диапазон, мм:; 8-20; Температура эксплуатации Max, °C:; 55",https://sensoren.ru/product/lyuminestsentnyy_datchik_sick_lutm_un81162p/,под заказ
Люминесцентный датчик SICK LUT9U-12206,159 190 руб.,"Размер светового пятна, мм:; 3 x 9; Страна происхождения:; Германия; Серия:; LUT9; Источник излучения:; Светодиод; Рабочий диапазон, мм:; 10-40; Температура эксплуатации Max, °C:; 55",https://sensoren.ru/product/lyuminestsentnyy_datchik_sick_lut9u_12206/,под заказ
Оптоволоконный кабель IFM Electronic E20639,10 100 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 2000; Минимальный радиус изгиба, мм:; 10; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -40",https://sensoren.ru/product/optovolokonnyy_datchik_ifm_electronic_e20639/,под заказ
Оптоволоконный кабель IFM Electronic E20056,20 900 руб.,"Исполнение:; Гладкий цилиндр; Длина кабеля, мм:; 600; Минимальный радиус изгиба, мм:; 20; Диаметр чувствительной головки, мм:; 3; Температура эксплуатации Max, °C:; 290",https://sensoren.ru/product/optovolokonnyy_datchik_ifm_electronic_e20056/,под заказ
Усилитель для оптоволоконных датчиков IFM Electronic OM5005,43 000 руб.,"Расстояние срабатывания для датчиков диффузного отражения Max, мм:; 175; Расстояние срабатывания для световых барьеров Max, мм:; 800; Температура эксплуатации Max, °C:; 40; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 73x45x49",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_ifm_electronic_om5005/,под заказ
Световая завеса LANBAO LG40-T0405TNA-F2,15 440 руб.,"Страна происхождения:; Китай; Серия:; LG40; Минимальный размер объекта, мм:; 60; Расстояние между лучами, мм:; 40; Высота зоны контроля, мм:; 120; Ширина зоны контроля, мм:; 5000; Время отклика, мс:; 5",https://sensoren.ru/product/svetovaya_zavesa_lanbao_lg40_t0405tna_f2/,под заказ
Световая завеса DATASENSING DS1-SD-SR-030-JV,160 969 руб.,"Серия:; DS1; Высота зоны контроля, мм:; 300; Ширина зоны контроля, мм:; 1000; Размер прямоугольного корпуса, мм:; 22x350x43; Аналоговый выход по напряжению, В:; 0-10",https://sensoren.ru/product/svetovaya_zavesa_datalogic_ds1_sd_sr_030_jv/,под заказ
Световая завеса Wenglor OLEB422C0102,132 700 руб.,"Класс защиты:; 3; Число контактов, pin:; 4; Источник излучения:; Светодиод PinPoint; Расстояние между лучами, мм:; 30; Высота зоны контроля, мм:; 420; Ширина зоны контроля, мм:; 2000; Время отклика, мс:; 12",https://sensoren.ru/product/svetovaya_zavesa_wenglor_oleb422c0102/,под заказ
Оптический датчик Wenglor OPT1505,47 500 руб.,"Класс защиты:; 3; Число контактов, pin:; 4; Источник излучения:; Светодиод; Время отклика, мс:; 5; Защита от перегрузки:; да; Температура эксплуатации Max, °C:; 60",https://sensoren.ru/product/opticheskiy_datchik_wenglor_opt1505/,под заказ
Оптоволоконный кабель Banner BT26S,48 400 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 1829; Минимальный радиус изгиба, мм:; 25; Серия:; Heavy Duty; Температура эксплуатации Max, °C:; 249",https://sensoren.ru/product/optovolokonnyy_kabel_banner_bt26s/,под заказ
Оптоволоконный усилитель Pepperl Fuchs SU18-16/40a/110/115a/126a,34 800 руб.,"Расстояние срабатывания для датчиков диффузного отражения Max, мм:; 150; Расстояние срабатывания для световых барьеров Max, мм:; 450; Серия:; SU18; Температура эксплуатации Max, °C:; 55; Температура эксплуатации Min, °C:; -10",https://sensoren.ru/product/optovolokonnyy_usilitel_pepperl_fuchs_su18_16_40a_110_115a_126a/,под заказ
Оптоволоконный кабель Autonics FTW11-210-10R,18 380 руб.,"Исполнение:; Прямоугольный; Длина кабеля, мм:; 1000; Минимальный радиус изгиба, мм:; 2; Серия:; FT; Возможность резки кабеля:; да; Гибкое волокно:; Да; Встроенная линза:; нет (опция)",https://sensoren.ru/product/optovolokonnyy_kabel_autonics_ftw11_210_10r/,под заказ
Люминесцентный датчик SICK LUT1U-11331,139 480 руб.,"Размер светового пятна, мм:; 12 x 12; Страна происхождения:; Германия; Серия:; LUT1; Источник излучения:; Светодиод; Рабочий диапазон, мм:; 60-160; Температура эксплуатации Max, °C:; 60",https://sensoren.ru/product/lyuminestsentnyy_datchik_sick_lut1u_11331/,под заказ
Световая завеса DATASENSING DS2-05-07-060-JE,374 361 руб.,"Серия:; DS2; Высота зоны контроля, мм:; 600; Ширина зоны контроля, мм:; 5000; Размер прямоугольного корпуса, мм:; 35x700x40; Аналоговый выход по напряжению, В:; 0-10",https://sensoren.ru/product/svetovaya_zavesa_datalogic_ds2_05_07_060_je/,под заказ
Датчик контрастной метки DATASENSING S45-PR-5-W03-OH,34 588 руб.,"Серия:; S45; Размер прямоугольного корпуса, мм:; 12x34x20; Артикул:; S45-PR-5-W03-OH; Код товара:; 950411420",https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_s45_pr_5_w03_oh/,под заказ
Оптоволоконный кабель Wenglor 113-232-102,21 500 руб.,"Длина кабеля, мм:; 500; Минимальный радиус изгиба, мм:; 45; Диаметр чувствительной головки, мм:; 1,1; Температура эксплуатации Max, °C:; 180; Диапазон срабатывания с U55 Max, мм:; 100; Диапазон срабатывания с U66 Max, мм:; 200",https://sensoren.ru/product/optovolokonnyy_kabel_wenglor_113_232_102/,под заказ
Усилитель для оптоволоконных датчиков Leuze Electronic LV463.7/2-150-M8.3,38 304 руб.,"Серия:; 463; Размер прямоугольного корпуса, мм:; 10x31,5x72; Артикул:; LV463.7/2-150-M8.3",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_leuze_electronic_lv463_7_2_150_m8_3/,под заказ
Оптоволоконный кабель Banner IT26S,37 900 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 1829; Минимальный радиус изгиба, мм:; 25; Серия:; Heavy Duty; Температура эксплуатации Max, °C:; 249",https://sensoren.ru/product/optovolokonnyy_kabel_banner_it26s/,под заказ
Радарный датчик движения Banner Q120RA-EU-AF2WQ,580 700 руб.,"Число контактов, pin:; 5; Серия:; Q120R; Время отклика, мс:; 15; Ширина луча, °:; 24 x 50; Дальность обнаружения Max, м:; 26; Дальность обнаружения Min, м:; 2",https://sensoren.ru/product/radarnyy_datchik_dvizheniya_banner_q120ra_eu_af2wq/,под заказ
Световой барьер Banner MACI-1,165 500 руб.,"Серия:; MINI-ARRAY; Аналоговый выход по току, мА:; 4-20",https://sensoren.ru/product/svetovoy_barer_banner_maci_1/,под заказ
Световой барьер Banner EA5R300PIXMODQ,243 400 руб.,"Серия:; EZ-Array; Минимальный размер объекта, мм:; 5; Расстояние между лучами, мм:; 5; Высота зоны контроля, мм:; 300; Ширина зоны контроля, мм:; 4000; Температура эксплуатации Max, °C:; 70",https://sensoren.ru/product/svetovoy_barer_banner_ea5r300pixmodq/,под заказ
Усилитель для оптоволоконных датчиков Banner D10IPFP,98 000 руб.,"Число контактов, pin:; 6; Серия:; D10; Время отклика, мс:; 0,05; Режим обучения Remote Teach:; Да; Помехозащищенность:; Да; Температура эксплуатации Max, °C:; 55",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_banner_d10ipfp/,под заказ
Оптический приёмопередатчик Pepperl Fuchs LS682-DA-EN/F2/146,610 700 руб.,"Класс лазера:; 1M; Серия:; LS; Источник излучения:; Лазер; Дальность передачи MAX, мм:; 150; Скорость передачи, Мбит/с:; 100; Температура эксплуатации Max, °C:; 50",https://sensoren.ru/product/opticheskiy_priyemoperedatchik_pepperl_fuchs_ls682_da_en_f2_146/,под заказ
Оптоволоконный усилитель Pepperl Fuchs VL18LL-M/40a/118/128,31 000 руб.,"Расстояние срабатывания для датчиков диффузного отражения Max, мм:; 70; Расстояние срабатывания для световых барьеров Max, мм:; 300; Серия:; VL18LL; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25",https://sensoren.ru/product/optovolokonnyy_usilitel_pepperl_fuchs_vl18ll_m_40a_118_128/,под заказ
Усилитель для оптоволоконных датчиков SICK GLL170T-B432,13 640 руб.,"Расстояние срабатывания для датчиков диффузного отражения Max, мм:; 400; Расстояние срабатывания для световых барьеров Max, мм:; 1320; Страна происхождения:; Китай; Серия:; GLL170; Температура эксплуатации Max, °C:; 55",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_sick_gll170t_b432/,под заказ
Световая завеса LANBAO LG40-T2605TPA-F2,66 310 руб.,"Страна происхождения:; Китай; Серия:; LG40; Минимальный размер объекта, мм:; 60; Расстояние между лучами, мм:; 40; Высота зоны контроля, мм:; 1000; Ширина зоны контроля, мм:; 5000; Время отклика, мс:; 60",https://sensoren.ru/product/svetovaya_zavesa_lanbao_lg40_t2605tpa_f2/,под заказ
Световая завеса DATASENSING DS1-LD-SR-015-PV,116 912 руб.,"Серия:; DS1; Высота зоны контроля, мм:; 150; Ширина зоны контроля, мм:; 2000; Размер прямоугольного корпуса, мм:; 22x200x43; Аналоговый выход по напряжению, В:; 0-10",https://sensoren.ru/product/svetovaya_zavesa_datalogic_ds1_ld_sr_015_pv/,под заказ
Оптический датчик Wenglor OPT1542,54 000 руб.,"Класс защиты:; 3; Число контактов, pin:; 4; Источник излучения:; Светодиод; Время отклика, мс:; 5; Защита от перегрузки:; да; Температура эксплуатации Max, °C:; 60",https://sensoren.ru/product/opticheskiy_datchik_wenglor_opt1542/,под заказ
Усилитель для оптоволоконных датчиков Banner DF-G3IR-PI-Q5,73 200 руб.,"Число контактов, pin:; 5; Серия:; DF-G3; Время отклика, мс:; 0,5; Режим обучения Remote Teach:; Да; Помехозащищенность:; Да; Температура эксплуатации Max, °C:; 55",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_banner_df_g3ir_pi_q5/,под заказ
Оптический приёмопередатчик Pepperl Fuchs LS682-DA-EN/F2/35,642 500 руб.,"Класс лазера:; 1M; Серия:; LS; Источник излучения:; Лазер; Дальность передачи MAX, мм:; 300; Скорость передачи, Мбит/с:; 100; Температура эксплуатации Max, °C:; 50",https://sensoren.ru/product/opticheskiy_priyemoperedatchik_pepperl_fuchs_ls682_da_en_f2_35/,под заказ
Датчик контрастной метки СЕНСОР ДОМ-М18-76В-0123-СА.02,11 573 руб.,"Исполнение:; Датчик может быть с длиной кабеля 3, 5 или 7 м; Страна происхождения:; Россия; Регулировка чувствительности:; Есть; Серия:; ДОМ; Индикация срабатывания:; Есть; Длина корпуса, мм:; 91",https://sensoren.ru/product/datchik_kontrastnoy_metki_sensor_dom_m18_76v_0123_sa_02/,под заказ
Оптоволоконный кабель IFM Electronic E20505,37 300 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 600; Минимальный радиус изгиба, мм:; 20; Длина чувствительной головки, мм:; 15; Температура эксплуатации Max, °C:; 150",https://sensoren.ru/product/optovolokonnyy_datchik_ifm_electronic_e20505/,под заказ
Оптоволоконный кабель Wenglor K3,9 900 руб.,"Длина кабеля, мм:; 2000; Минимальный радиус изгиба, мм:; 30; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40",https://sensoren.ru/product/optovolokonnyy_kabel_wenglor_k3/,под заказ
Радарный датчик движения Banner QT50R-US-AFHQ,262 200 руб.,"Число контактов, pin:; 5; Серия:; QT50R; Время отклика, мс:; 30; Ширина луча, °:; 90 x 76; Дальность обнаружения Max, м:; 24; Дальность обнаружения Min, м:; 3,5",https://sensoren.ru/product/radarnyy_datchik_dvizheniya_banner_qt50r_us_afhq/,под заказ
Световой барьер Banner MAE1216Q,128 900 руб.,"Серия:; MINI-ARRAY Two-Piece; Минимальный размер объекта, мм:; 25,4; Расстояние между лучами, мм:; 19; Высота зоны контроля, мм:; 295; Ширина зоны контроля, мм:; 16500; Температура эксплуатации Max, °C:; 70",https://sensoren.ru/product/svetovoy_barer_banner_mae1216q/,под заказ
Усилитель для оптоволоконных датчиков Banner Q45BB6F,36 300 руб.,"Число контактов, pin:; 4; Серия:; Q45; Время отклика, мс:; 2; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -40",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_banner_q45bb6f/,под заказ
Датчик для дверей Pepperl Fuchs LTK2-8-HS-6000/31/115,109 600 руб.,"Серия:; LTK2; Источник света:; IRED; Диапазон обнаружения, мм:; 0-6000; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/datchik_dlya_dverey_pepperl_fuchs_ltk2_8_hs_6000_31_115/,под заказ
