name,price,info,link
Индуктивные датчики Balluff BAW с аналоговым выходом,Уточнить цену,Код товара; Balluff BAW; Комплектация; В комплектацию не входят: ответные разъемы для подключения в систему; Питание; DC; Температура эксплуатации; -10.. 70 °C,https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnye_datchiki_balluff_baw_s_analogovym_vykhodom/
"Индуктивный датчик расстояния Balluff BAW M18ME-UAC50B-BP01,5-GS04-003",Уточнить цену,"Артикул; BAW M18ME-UAC50B-BP01,5-GS04-003; Код товара; BAW004W; Срок поставки; 4-6 недель; Аналоговый выход по напряжению, В; 0...10",https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnyy_datchik_rasstoyaniya_balluff_baw_m18me_uac50b_bp01_5_gs04_003/
"Индуктивный датчик расстояния Balluff BAW G06EE-UAF20B-EP01,4-GS49",Уточнить цену,"Артикул; BAW G06EE-UAF20B-EP01,4-GS49; Код товара; BAW005L; Срок поставки; 4-6 недель; Аналоговый выход по напряжению, В; 0...10",https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnyy_datchik_rasstoyaniya_balluff_baw_g06ee_uaf20b_ep01_4_gs49/
Индуктивный датчик расстояния Balluff BAW M12ME-ICC70G-S04G,Уточнить цену,"Артикул; BAW M12ME-ICC70G-S04G; Код товара; BAW0062; Срок поставки; 4-6 недель; Аналоговый выход по току, мА; 4...20",https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnyy_datchik_rasstoyaniya_balluff_baw_m12me_icc70g_s04g/
Индуктивный датчик расстояния Balluff BAW M12MI-IAC35C-S04G,Уточнить цену,"Артикул; BAW M12MI-IAC35C-S04G; Код товара; BAW004P; Срок поставки; 4-6 недель; Аналоговый выход по току, мА; 0...20",https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnyy_datchik_rasstoyaniya_balluff_baw_m12mi_iac35c_s04g/
"Индуктивный датчик расстояния Balluff BAW M12MN-IAC35C-BP00,2-GS04",Уточнить цену,"Артикул; BAW M12MN-IAC35C-BP00,2-GS04; Код товара; BAW004F; Срок поставки; 4-6 недель; Аналоговый выход по току, мА; 0...20",https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnyy_datchik_rasstoyaniya_balluff_baw_m12mn_iac35c_bp00_2_gs04/
"Индуктивный датчик расстояния Balluff BAW M18ME-ICC50B-BP00,2-GS04",Уточнить цену,"Артикул; BAW M18ME-ICC50B-BP00,2-GS04; Код товара; BAW003U; Срок поставки; 4-6 недель; Аналоговый выход по току, мА; 4...20",https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnyy_datchik_rasstoyaniya_balluff_baw_m18me_icc50b_bp00_2_gs04/
Индуктивный датчик расстояния Balluff BAW M18ME-UAC50B-BP04-GS04,Уточнить цену,"Артикул; BAW M18ME-UAC50B-BP04-GS04; Код товара; BAW0059; Срок поставки; 4-6 недель; Аналоговый выход по напряжению, В; 0...10",https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnyy_datchik_rasstoyaniya_balluff_baw_m18me_uac50b_bp04_gs04/
Индуктивный датчик расстояния Balluff BAW M30EE-ICD10B-S04G-L01,Уточнить цену,"Артикул; BAW M30EE-ICD10B-S04G-L01; Код товара; BAW005Y; Срок поставки; 4-6 недель; Аналоговый выход по току, мА; 4...20",https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnyy_datchik_rasstoyaniya_balluff_baw_m30ee_icd10b_s04g_l01/
Индуктивный датчик расстояния Balluff BAW R03KC-UAA40B-BP03-505,Уточнить цену,"Артикул; BAW R03KC-UAA40B-BP03-505; Код товара; BAW005Z; Срок поставки; 4-6 недель; Аналоговый выход по напряжению, В; 0...10",https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnyy_datchik_rasstoyaniya_balluff_baw_r03kc_uaa40b_bp03_505/
"Индуктивный датчик расстояния Balluff BAW R03KC-UAF40B-BP00,3-GS49-101",Уточнить цену,"Артикул; BAW R03KC-UAF40B-BP00,3-GS49-101; Код товара; BAW0046; Срок поставки; 4-6 недель; Аналоговый выход по напряжению, В; 0...10",https://balluff-rus.ru/catalog/induktivnye_datchiki_rasstoyaniya/induktivnyy_datchik_rasstoyaniya_balluff_baw_r03kc_uaf40b_bp00_3_gs49_101/
