name,price,info,link
Емкостной датчик Balluff BCS M12B4G2-NOC40D-S04K,Уточнить цену,Артикул; BCS M12B4G2-NOC40D-S04K; Код товара; BCS00P3; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12b4g2_noc40d_s04k/
Емкостной датчик Balluff BCS M12BBG2-NSC40D-S04K,Уточнить цену,Артикул; BCS M12BBG2-NSC40D-S04K; Код товара; BCS00PL; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12bbg2_nsc40d_s04k/
Емкостной датчик Balluff BCS M12BBI1-NOC40D-EP02,Уточнить цену,Артикул; BCS M12BBI1-NOC40D-EP02; Код товара; BCS00PZ; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12bbi1_noc40d_ep02/
Емкостной датчик Balluff BCS M12BBI1-NSC40D-EP03,Уточнить цену,Артикул; BCS M12BBI1-NSC40D-EP03; Код товара; BCS00W8; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12bbi1_nsc40d_ep03/
Емкостной датчик Balluff BCS M12BBI1-POC40D-EP02,Уточнить цену,Артикул; BCS M12BBI1-POC40D-EP02; Код товара; BCS00PW; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12bbi1_poc40d_ep02/
Емкостной датчик Balluff BCS M12BBI1-PSC40D-EP03,Уточнить цену,Артикул; BCS M12BBI1-PSC40D-EP03; Код товара; BCS00W6; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12bbi1_psc40d_ep03/
Емкостной датчик Balluff BCS M18B4N1-NOC80D-EP02,Уточнить цену,Артикул; BCS M18B4N1-NOC80D-EP02; Код товара; BCS00LP; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m18b4n1_noc80d_ep02/
Емкостной датчик Balluff BCS M30B4M2-NPM20C-S04G,Уточнить цену,Артикул; BCS M30B4M2-NPM20C-S04G; Код товара; BCS004U; Срок поставки; 4-6 недель; Корпус; Резьбовой,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m30b4m2_npm20c_s04g/
Емкостной датчик Balluff BCS D22T402-NSM60C-EP02,Уточнить цену,"Артикул; BCS D22T402-NSM60C-EP02; Код товара; BCS00HL; Срок поставки; 4-6 недель; Длина датчика, мм; 4",https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d22t402_nsm60c_ep02/
Емкостной датчик Balluff BCS D22T403-NSM60C-EP02,Уточнить цену,"Артикул; BCS D22T403-NSM60C-EP02; Код товара; BCS003J; Срок поставки; 4-6 недель; Длина датчика, мм; 4",https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d22t403_nsm60c_ep02/
Емкостной датчик Balluff BCS D30B4M3-NPC20C-EP02,Уточнить цену,Артикул; BCS D30B4M3-NPC20C-EP02; Код товара; BCS004J; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d30b4m3_npc20c_ep02/
Емкостной датчик Balluff BCS D30T401-NSC15C-EP02,Уточнить цену,Артикул; BCS D30T401-NSC15C-EP02; Код товара; BCS003E; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d30t401_nsc15c_ep02/
Емкостной датчик Balluff BCS G34OOI1-NSC15D-EP02,Уточнить цену,Артикул; BCS G34OOI1-NSC15D-EP02; Код товара; BCS00UH; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g34ooi1_nsc15d_ep02/
Емкостной датчик Balluff BCS M08T4E1-NOM30G-EP02,Уточнить цену,Артикул; BCS M08T4E1-NOM30G-EP02; Код товара; BCS002L; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m08t4e1_nom30g_ep02/
Емкостной датчик Balluff BCS M12B4I1-NOC40D-EP02,Уточнить цену,Артикул; BCS M12B4I1-NOC40D-EP02; Код товара; BCS00PA; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12b4i1_noc40d_ep02/
Емкостной датчик Balluff BCS M12B4I1-NSC40D-EP02,Уточнить цену,Артикул; BCS M12B4I1-NSC40D-EP02; Код товара; BCS00P9; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12b4i1_nsc40d_ep02/
Емкостной датчик Balluff BCS M12BBG2-NOC40D-S04K,Уточнить цену,Артикул; BCS M12BBG2-NOC40D-S04K; Код товара; BCS00PM; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12bbg2_noc40d_s04k/
Емкостной датчик Balluff BCS M18BBI3-NSC80D-S04K,Уточнить цену,Артикул; BCS M18BBI3-NSC80D-S04K; Код товара; BCS00MJ; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m18bbi3_nsc80d_s04k/
Емкостной датчик Balluff BCS M30B4I1-NSC15D-EP02,Уточнить цену,Артикул; BCS M30B4I1-NSC15D-EP02; Код товара; BCS00N4; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m30b4i1_nsc15d_ep02/
Емкостной датчик Balluff BCS M30B4I1-POC15D-EP02,Уточнить цену,Артикул; BCS M30B4I1-POC15D-EP02; Код товара; BCS00N3; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m30b4i1_poc15d_ep02/
Емкостной датчик Balluff BCS M12T4D2-NOM40C-S04G,Уточнить цену,Артикул; BCS M12T4D2-NOM40C-S04G; Код товара; BCS00AC; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12t4d2_nom40c_s04g/
Емкостной датчик Balluff BCS G06T4D2-NSM15C-S49G,Уточнить цену,Артикул; BCS G06T4D2-NSM15C-S49G; Код товара; BCS001U; Срок поставки; 4-6 недель; Корпус; Цилиндрический,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g06t4d2_nsm15c_s49g/
Емкостной датчик Balluff BCS M08T4E2-NOM15C-S49G,Уточнить цену,Артикул; BCS M08T4E2-NOM15C-S49G; Код товара; BCS002F; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m08t4e2_nom15c_s49g/
Емкостной датчик Balluff BCS M08T4E1-NOM15C-EP02,Уточнить цену,Артикул; BCS M08T4E1-NOM15C-EP02; Код товара; BCS0029; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m08t4e1_nom15c_ep02/
Емкостной датчик Balluff BCS M12T4G1-NOM40C-EP02,Уточнить цену,Артикул; BCS M12T4G1-NOM40C-EP02; Код товара; BCS0032; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12t4g1_nom40c_ep02/
Емкостной датчик Balluff BCS G06T4D2-NOM15C-S49G,Уточнить цену,Артикул; BCS G06T4D2-NOM15C-S49G; Код товара; BCS001W; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g06t4d2_nom15c_s49g/
Емкостной датчик Balluff BCS G10T4H-NSM40C-EP02,Уточнить цену,Артикул; BCS G10T4H-NSM40C-EP02; Код товара; BCS002W; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g10t4h_nsm40c_ep02/
Емкостной датчик Balluff BCS G06T4E1-NOM15C-EP02,Уточнить цену,Артикул; BCS G06T4E1-NOM15C-EP02; Код товара; BCS001P; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g06t4e1_nom15c_ep02/
Емкостной датчик Balluff BCS G10T4H-POM40C-EP02,Уточнить цену,Артикул; BCS G10T4H-POM40C-EP02; Код товара; BCS002U; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g10t4h_pom40c_ep02/
Емкостной датчик Balluff BCS M18KM3-UST80G-BV02,Уточнить цену,Артикул; BCS M18KM3-UST80G-BV02; Код товара; BCS000K; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m18km3_ust80g_bv02/
Емкостной датчик Balluff BCS M30KN2-UST15G-AV02,Уточнить цену,Артикул; BCS M30KN2-UST15G-AV02; Код товара; BCS000W; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m30kn2_ust15g_av02/
Емкостной датчик Balluff BCS G20L4Q-PAC10C-EV03-D03,Уточнить цену,Артикул; BCS G20L4Q-PAC10C-EV03-D03; Код товара; BCS00W7; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g20l4q_pac10c_ev03_d03/
Емкостной датчик Balluff BCS G34KN2-UST20G-AV02,Уточнить цену,Артикул; BCS G34KN2-UST20G-AV02; Код товара; BCS0007; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g34kn2_ust20g_av02/
Емкостной датчик Balluff BCS M18KM3-UOT80G-BV02,Уточнить цену,Артикул; BCS M18KM3-UOT80G-BV02; Код товара; BCS000J; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m18km3_uot80g_bv02/
Емкостной датчик Balluff BCS M30KN2-UOT15G-AV02,Уточнить цену,Артикул; BCS M30KN2-UOT15G-AV02; Код товара; BCS000U; Срок поставки; 4-6 недель; Чувствительность; дальность срабатывания регулируется,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m30kn2_uot15g_av02/
Емкостной датчик Balluff BCW M18B4M1-ICM80C-DV02,Уточнить цену,"Артикул; BCW M18B4M1-ICM80C-DV02; Код товара; BCW0001; Срок поставки; 4-6 недель; Аналоговый выход по току, мА; 20…4",https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcw_m18b4m1_icm80c_dv02/
Емкостной датчик Balluff BCS Z094401-XXS20B-SZ02-T07,Уточнить цену,Артикул; BCS Z094401-XXS20B-SZ02-T07; Код товара; BCS013E; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_z094401_xxs20b_sz02_t07/
Емкостной датчик Balluff BCS D18T404-XXS50C-EP02-GZ01-002,Уточнить цену,Артикул; BCS D18T404-XXS50C-EP02-GZ01-002; Код товара; BCS001C; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d18t404_xxs50c_ep02_gz01_002/
Емкостной датчик Balluff BCS D22T405-XXS10C-EP02-GZ01-002,Уточнить цену,Артикул; BCS D22T405-XXS10C-EP02-GZ01-002; Код товара; BCS001F; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d22t405_xxs10c_ep02_gz01_002/
Емкостной датчик Balluff BCS D30T406-XXS15C-EP02-GZ01-002,Уточнить цену,Артикул; BCS D30T406-XXS15C-EP02-GZ01-002; Код товара; BCS001J; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d30t406_xxs15c_ep02_gz01_002/
Емкостной датчик Balluff BCS G04T4D-XXS10C-EP02-GZ01-002,Уточнить цену,Артикул; BCS G04T4D-XXS10C-EP02-GZ01-002; Код товара; BCS0010; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g04t4d_xxs10c_ep02_gz01_002/
Емкостной датчик Balluff BCS G06T4B-XXS15C-EP02-GZ01-002,Уточнить цену,Артикул; BCS G06T4B-XXS15C-EP02-GZ01-002; Код товара; BCS0012; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g06t4b_xxs15c_ep02_gz01_002/
Емкостной датчик Balluff BCS M08T4C-XXS15C-EP02-GZ01-002,Уточнить цену,Артикул; BCS M08T4C-XXS15C-EP02-GZ01-002; Код товара; BCS0014; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m08t4c_xxs15c_ep02_gz01_002/
Емкостной датчик Balluff BCS M12T4D-XXS40C-EP02-GZ01-002,Уточнить цену,Артикул; BCS M12T4D-XXS40C-EP02-GZ01-002; Код товара; BCS0018; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m12t4d_xxs40c_ep02_gz01_002/
Емкостной датчик Balluff BCS D18T403-XXS30C-EP02-GZ01-002,Уточнить цену,Артикул; BCS D18T403-XXS30C-EP02-GZ01-002; Код товара; BCS001A; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d18t403_xxs30c_ep02_gz01_002/
Емкостной датчик Balluff BCS G10T4B-XXS40C-EP02-GZ01-002,Уточнить цену,Артикул; BCS G10T4B-XXS40C-EP02-GZ01-002; Код товара; BCS0016; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_g10t4b_xxs40c_ep02_gz01_002/
Емкостной датчик Balluff BCS D18T407-XXS50C-EP02-GZ01-002,Уточнить цену,Артикул; BCS D18T407-XXS50C-EP02-GZ01-002; Код товара; BCS001E; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d18t407_xxs50c_ep02_gz01_002/
Емкостной датчик Balluff BCS D22T408-XXS10C-EP02-GZ01-002,Уточнить цену,Артикул; BCS D22T408-XXS10C-EP02-GZ01-002; Код товара; BCS001H; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d22t408_xxs10c_ep02_gz01_002/
Емкостной датчик Balluff BCS D30T409-XXS15C-EP02-GZ01-002,Уточнить цену,Артикул; BCS D30T409-XXS15C-EP02-GZ01-002; Код товара; BCS001K; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_d30t409_xxs15c_ep02_gz01_002/
Емкостной датчик Balluff BCS M05T4C-XXS10C-EP02-GZ01-002,Уточнить цену,Артикул; BCS M05T4C-XXS10C-EP02-GZ01-002; Код товара; BCS0011; Срок поставки; 4-6 недель; Чувствительность; регулируется на базовом устройстве,https://balluff-rus.ru/catalog/emkostnye_datchiki/emkostnoy_datchik_balluff_bcs_m05t4c_xxs10c_ep02_gz01_002/
