Название,Цена,Артикул,Описание,Ссылка
ВБ3С.18М.80.TR400.56П.1.Z,4 560 руб.,F153,"Диффузионный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 80 мм. Sn на тест-карту: 5...600 мм, 400 Гц, PNP+NPN, NO/NC, размыкающий или замыкающий, -20...+70 °C, 10...30 V DC, кабель ПВХ 5,5 мм/5x0,2/ 2 м.",https://mega-k.com/products/vb3c-18m-80-tr400-56p-1-z
ВБ3С.18М.80.TR400.6.1.Z,4 800 руб.,F154,"Диффузионный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 80 мм. Sn на тест-карту: 5...600 мм, 400 Гц, NPN, переключающий, NO+NC, -20...+70 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/vb3c-18m-80-tr400-6-1-z
ВБ3С.18М.80.TRL100.2П.1.Z,5 544 руб.,F156,"Лазерный рефлекторный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 80 мм. Sn на световозвращатель: 30 … 5000 мм, 400 Гц, NPN, NO/NC, размыкающий или замыкающий, -20...+70 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/vb3c-18m-80-trl100-2p-1-z
ВБ3С.18М.80.TRL5000.1П.1.Z,5 436 руб.,F159,"Лазерный рефлекторный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 80 мм. Sn на световозвращатель: 200...5000 мм, 400 Гц, PNP, NO/NC, размыкающий или замыкающий, -20...+70 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/vb3c-18m-80-trl5000-1p-1-z
ВБ3С.18М.80.TRL5000.2П.1.Z.41,5 550 руб.,F161,"Лазерный рефлекторный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 80 мм. Sn на световозвращатель: 200 … 5000 мм, 1000 Гц, NPN, NO/NC, размыкающий или замыкающий, -20...+70 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/vb3c-18m-80-trl5000-2p-1-z-41
ВБ3С.18М.80.TRL5000.5.1.Z.41,6 900 руб.,F163,"Лазерный рефлекторный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 80 мм. Sn на световозвращатель: 200...5000 мм, 1000 Гц, PNP, переключающий, NO+NC, -20...+70 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/vb3c-18m-80-trl5000-5-1-z-41
ВБ3С.18М.80.TRL5000.56П.1.Z,5 988 руб.,F164,"Лазерный рефлекторный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 80 мм. Sn на световозвращатель: 200...5000 мм, 400 Гц, PNP+NPN, NO/NC, размыкающий или замыкающий, -20...+70 °C, 10...30 V DC, кабель ПВХ 5,5 мм/5x0,2/ 2 м.",https://mega-k.com/products/vb3c-18m-80-trl5000-56p-1-z
ВБ3С.18М.90.TR100.1П.1.В,4 344 руб.,F171,"Диффузионный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 90 мм. Sn на тест-карту: 5...120 мм, 400 Гц, PNP, NO/NC, размыкающий или замыкающий, -20...+70 °C, 10...30 V DC, клеммная коробка/вывод вбок.",https://mega-k.com/products/vb3c-18m-90-tr100-1p-1-v
ВБ3С.18М.90.TR1000.5.1.В,4 980 руб.,F170,"Диффузионный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 90 мм. Sn на тест-карту: 10...1500 мм, 400 Гц, PNP, переключающий, NO+NC, -20...+70 °C, 10...30 V DC, клеммная коробка/вывод вбок.",https://mega-k.com/products/vb3c-18m-90-tr1000-5-1-v
ВБ3С.18М.90.TR200.1П.1.В,4 344 руб.,F172,"Диффузионный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 90 мм. Sn на тест-карту: 5...250 мм, 400 Гц, PNP, NO/NC, размыкающий или замыкающий, -20...+70 °C, 10...30 V DC, клеммная коробка/вывод вбок.",https://mega-k.com/products/vb3c-18m-90-tr200-1p-1-v
ВБ3С.18М.90.TR200.1П.1.В.41,4 560 руб.,F173,"Диффузионный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 90 мм. Sn на тест-карту: 5...250 мм, 1000 Гц, PNP, NO/NC, размыкающий или замыкающий, -20...+70 °C, 10...30 V DC, клеммная коробка/вывод вбок.",https://mega-k.com/products/vb3c-18m-90-tr200-1p-1-v-41
ВБ3С.18М.90.TR400.6.1.В,4 980 руб.,F174,"Диффузионный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 90 мм. Sn на тест-карту: 5...600 мм, 400 Гц, NPN, переключающий, NO+NC, -20...+70 °C, 10...30 V DC, клеммная коробка/вывод вбок.",https://mega-k.com/products/vb3c-18m-90-tr400-6-1-v
ВБ3С.18М.90.TRL10000.1П.1.В,6 972 руб.,F175,"Лазерный рефлекторный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 90 мм. Sn на световозвращатель: 1000...10000 мм, 400 Гц, PNP, NO/NC, размыкающий или замыкающий, -20...+70 °C, 10...30 V DC, клеммная коробка/вывод вбок.",https://mega-k.com/products/vb3c-18m-90-trl10000-1p-1-v
ВБ3С.18М.90.TRL5000.2П.1.В,6 036 руб.,F176,"Лазерный рефлекторный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 90 мм. Sn на световозвращатель: 200...5000 мм, 400 Гц, PNP, NO/NC, размыкающий или замыкающий, -20...+70 °C, 10...30 V DC, клеммная коробка/вывод вбок.",https://mega-k.com/products/vb3c-18m-90-trl5000-2p-1-v
ВБ3С.18М.90.TRL5000.5.1.В,7 020 руб.,F177,"Лазерный рефлекторный оптический датчик в цилиндрическом корпусе с резьбой М18x1 длиной 90 мм. Sn на световозвращатель: 200...5000 мм, 400 Гц, PNP, переключающий, NO+NC, -20...+70 °C, 10...30 V DC, клеммная коробка/вывод вбок.",https://mega-k.com/products/vb3c-18m-90-trl5000-5-1-v
